Locus	Gene	Start	Length	Product	Allele Count	Alleles	
	STMMW_29271		3107087	450	conserved hypothetical protein	218	STMMW_29271.fasta	
	STMMW_29281		3107555	783	putative RNA pseudouridylate synthase	339	STMMW_29281.fasta	
	STMMW_29291		3108337	330	conserved hypothetical protein	185	STMMW_29291.fasta	
	STMMW_29301		3109278	546	Syd protein	172	STMMW_29301.fasta	
	STMMW_29311		3109892	849	conserved hypothetical protein	416	STMMW_29311.fasta	
	STMMW_29321		3110853	1365	conserved hypothetical protein	513	STMMW_29321.fasta	
	STMMW_29331		3112782	1290	putative serine transporter	496	STMMW_29331.fasta	
	STMMW_29351		3115608	816	5'-3' exonuclease	377	STMMW_29351.fasta	
	STMMW_29361		3116515	1149	1,2-propanediol oxidoreductase (lactaldehyde reductase)	522	STMMW_29361.fasta	
	STMMW_29371		3117680	648	fuculose-1-phosphate aldolase	294	STMMW_29371.fasta	
	STMMW_29381		3118882	1317	L-fucose permease	522	STMMW_29381.fasta	
	STMMW_29391		3120230	1776	L-fuculose isomerase	674	STMMW_29391.fasta	
	STMMW_29401		3122106	1419	L-fuculose kinase	569	STMMW_29401.fasta	
	STMMW_29411		3123526	423	fuscose operon fucU protein	221	STMMW_29411.fasta	
	STMMW_29421		3124006	711	l-fucose operon activator	268	STMMW_29421.fasta	
	STMMW_29431		3124775	1101	conserved hypothetical protein	454	STMMW_29431.fasta	
	STMMW_29441		3125868	396	membrane protein	145	STMMW_29441.fasta	
	STMMW_29451		3126282	918	regulatory protein for glycine cleavage pathway	325	STMMW_29451.fasta	
	STMMW_29461		3127546	228	possible lipoprotein	58	STMMW_29461.fasta	
	STMMW_29471		3127966	1206	possible aminotransferase	499	STMMW_29471.fasta	
	STMMW_29481		3129171	444	conserved hypothetical protein	246	STMMW_29481.fasta	
	STMMW_29491		3129914	888	putative membrane protein	428	STMMW_29491.fasta	
	STMMW_29501		3130853	807	conserved hypothetical protein	391	STMMW_29501.fasta	
	STMMW_29511		3131769	1098	membrane-bound lytic murein transglycosylase A precursor	423	STMMW_29511.fasta	
	STMMW_29521		3133366	1254	N-acetylmuramoyl-L-alanine amidase	408	STMMW_29521.fasta	
	STMMW_29531		3134852	1332	AGS	524	STMMW_29531.fasta	
	STMMW_29541		3136286	1836	exonuclease V alpha-subunit	601	STMMW_29541.fasta	
	STMMW_29551		3138118	3546	exonuclease V subunit	757	STMMW_29551.fasta	
	STMMW_29561		3141656	2889	protease III precursor (pitrilysin)	717	STMMW_29561.fasta	
	STMMW_29571		3144722	3372	exonuclease V subunit	758	STMMW_29571.fasta	
	STMMW_29581		3148109	321	prepilin peptidase dependent protein C precursor	157	STMMW_29581.fasta	
	STMMW_29591		3148414	408	putative exported protein	248	STMMW_29591.fasta	
	STMMW_29601		3148818	564	prepilin peptidase dependent protein B precursor	292	STMMW_29601.fasta	
	STMMW_29611		3149372	471	prepilin peptidase dependent protein a precursor	259	STMMW_29611.fasta	
	STMMW_29621		3150027	795	TS	312	STMMW_29621.fasta	
	STMMW_29631		3150828	876	prolipoprotein diacylglyceryl transferase	316	STMMW_29631.fasta	
	STMMW_29641		3151919	2247	phosphoenolpyruvate-protein phosphotransferase	680	STMMW_29641.fasta	
	STMMW_29651		3154178	531	Probable	90	STMMW_29651.fasta	
	STMMW_29661		3155391	696	DNA mismatch repair protein	309	STMMW_29661.fasta	
	STMMW_29681		3157151	219	possible lipoprotein	82	STMMW_29681.fasta	
	STMMW_29691		3157560	1041	possible oxidoreductase	425	STMMW_29691.fasta	
	STMMW_29711		3159882	2160	2-acylglycerophosphoethanolamine acyl transferase/acyl carrier protein synthetase	682	STMMW_29711.fasta	
	STMMW_29731		3162634	1029	galactose operon repressor	366	STMMW_29731.fasta	
	STMMW_29751		3164701	1263	diaminopimelate decarboxylase	466	STMMW_29751.fasta	
	STMMW_29761		3166081	936	transcriptional activator protein LysR	410	STMMW_29761.fasta	
	STMMW_29771		3166988	708	conserved hypothetical protein	351	STMMW_29771.fasta	
	STMMW_29781		3167808	1419	arabinose-proton symporter	542	STMMW_29781.fasta	
	STMMW_29791		3169580	762	2-keto-3-deoxygluconate oxidoreductase	398	STMMW_29791.fasta	
	STMMW_29801		3170398	837	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	351	STMMW_29801.fasta	
	STMMW_29811		3171664	1179	probable acetyl-CoA acetyltransferase	462	STMMW_29811.fasta	
	STMMW_29841		3174529	1230	probable amino acid transport protein	446	STMMW_29841.fasta	
	STMMW_29991		3189857	546	IPP isomerase	193	STMMW_29991.fasta	
	STMMW_30001		3190478	1518	LysRS	473	STMMW_30001.fasta	
	STMMW_30021		3193208	1734	single-stranded DNA-specific exonuclease	548	STMMW_30021.fasta	
	STMMW_30031		3194947	675	thiol:disulfide interchange protein	232	STMMW_30031.fasta	
	STMMW_30041		3195684	897	Tyrosine recombinase xerD	355	STMMW_30041.fasta	
	STMMW_30051		3196693	522	flavodoxin II	209	STMMW_30051.fasta	
	STMMW_30061		3197267	414	conserved hypothetical protein	157	STMMW_30061.fasta	
	STMMW_30071		3197661	267	conserved hypothetical protein	77	STMMW_30071.fasta	
	STMMW_30081		3198177	981	conserved hypothetical protein	385	STMMW_30081.fasta	
	STMMW_30091		3199273	660	putative membrane protein	262	STMMW_30091.fasta	
	STMMW_30111		3200566	1434	6-phospho-beta-glucosidase	549	STMMW_30111.fasta	
	STMMW_30131		3203396	2874	Glycine cleavage system P-protein	754	STMMW_30131.fasta	
	STMMW_30141		3206432	390	Glycine cleavage system H protein. Probable glycine cleavage system H protein	177	STMMW_30141.fasta	
	STMMW_30151		3206847	1095	Glycine cleavage system T protein	462	STMMW_30151.fasta	
	STMMW_30161		3208396	1203	possible monooxygenase	479	STMMW_30161.fasta	
	STMMW_30171		3209724	1179	2-octaprenyl-6-methoxyphenol hydroxylase	498	STMMW_30171.fasta	
	STMMW_30181		3210899	1143	proline aminopeptidase II	476	STMMW_30181.fasta	
	STMMW_30191		3212241	585	conserved hypothetical protein	176	STMMW_30191.fasta	
	STMMW_30201		3212986	330	conserved hypothetical protein	52	STMMW_30201.fasta	
	STMMW_30211		3213681	477	conserved hypothetical protein	284	STMMW_30211.fasta	
	STMMW_30221		3214538	1233	D-3-phosphoglycerate dehydrogenase	462	STMMW_30221.fasta	
	STMMW_30231		3216036	660	PRI	230	STMMW_30231.fasta	
	STMMW_30241		3216849	894	OriC replication inhibitor	419	STMMW_30241.fasta	
	STMMW_30261		3218008	747	putative exported protein	349	STMMW_30261.fasta	
	STMMW_30271		3218848	636	possible membrane transport protein	366	STMMW_30271.fasta	
	STMMW_30281		3219683	861	putative membrane protein	341	STMMW_30281.fasta	
	STMMW_30291		3220770	1080	fructose 1,6-bisphosphate aldolase	432	STMMW_30291.fasta	
	STMMW_30301		3221951	1164	phosphoglycerate kinase	413	STMMW_30301.fasta	
	STMMW_30321		3224556	426	conserved hypothetical protein	242	STMMW_30321.fasta	
	STMMW_30331		3225007	579	putative membrane protein	327	STMMW_30331.fasta	
	STMMW_30341		3225586	708	putative membrane protein	390	STMMW_30341.fasta	
	STMMW_30351		3226281	678	possible ABC-transport protein, ATP-binding component	355	STMMW_30351.fasta	
	STMMW_30371		3227651	1992	transketolase	615	STMMW_30371.fasta	
	STMMW_30381		3229918	759	conserved hypothetical protein	361	STMMW_30381.fasta	
	STMMW_30391		3230777	921	AUH	373	STMMW_30391.fasta	
	STMMW_30471		3240167	1914	ADC	616	STMMW_30471.fasta	
	STMMW_30481		3242152	132	conserved hypothetical protein	39	STMMW_30481.fasta	
	STMMW_30501		3242578	300	putative inner membrane protein	109	STMMW_30501.fasta	
	STMMW_30511		3242933	1155	AdoMet synthetase	349	STMMW_30511.fasta	
	STMMW_30521		3244580	1395	galactose-proton symport (galactose transporter)	524	STMMW_30521.fasta	
	STMMW_30531		3246053	498	Protein sprT	239	STMMW_30531.fasta	
	STMMW_30541		3246645	708	endonuclease I	344	STMMW_30541.fasta	
	STMMW_30561		3248180	948	GSH synthetase	437	STMMW_30561.fasta	
	STMMW_30571		3249343	564	conserved hypothetical protein	260	STMMW_30571.fasta	
	STMMW_30581		3249906	417	conserved hypothetical protein	225	STMMW_30581.fasta	
	STMMW_30601		3251187	981	Type II secretion, ATP-binding, protein	460	STMMW_30601.fasta	
	STMMW_30611		3252185	705	conserved hypothetical protein	345	STMMW_30611.fasta	
	STMMW_30621		3252908	567	putative membrane protein	288	STMMW_30621.fasta	
	STMMW_30631		3253471	291	conserved hypothetical protein	134	STMMW_30631.fasta	
	STMMW_30641		3253769	594	HAM1 protein homolog	347	STMMW_30641.fasta	
	STMMW_30651		3254355	1137	possible oxygen-independent coproporphyrinogen III oxidase	509	STMMW_30651.fasta	
	STMMW_30671		3256722	1047	L-asparaginase	433	STMMW_30671.fasta	
	STMMW_30681		3257957	720	putative exported protein	362	STMMW_30681.fasta	
	STMMW_30691		3258726	327	conserved hypothetical protein	133	STMMW_30691.fasta	
	STMMW_30701		3259052	720	conserved hypothetical protein	276	STMMW_30701.fasta	
	STMMW_30711		3259926	1053	A/G-specific adenine glycosylase	455	STMMW_30711.fasta	
	STMMW_30721		3261006	276	conserved hypothetical protein	107	STMMW_30721.fasta	
	STMMW_30731		3261394	1086	membrane-bound lytic murein transglycosylase C	386	STMMW_30731.fasta	
	STMMW_30761		3266574	708	putative membrane protein	369	STMMW_30761.fasta	
	STMMW_30841		3275331	684	LysR-family transcriptional regulator	312	STMMW_30841.fasta	
	STMMW_30851		3276118	558	hypothetical protein	234	STMMW_30851.fasta	
	STMMW_30861		3276653	1500	possible amino acid transport protein	443	STMMW_30861.fasta	
	STMMW_30871		3278361	375	conserved hypothetical protein	188	STMMW_30871.fasta	
	STMMW_30881		3278750	1302	putative oxidoreductase	396	STMMW_30881.fasta	
	STMMW_30891		3280213	1485	possible aldehyde dehydrogenase	510	STMMW_30891.fasta	
	STMMW_30921		3283424	924	conserved hypothetical protein	318	STMMW_30921.fasta	
	STMMW_30931		3284386	879	possible hydrolase	378	STMMW_30931.fasta	
	STMMW_30941		3285660	1305	hexuronate transporter	469	STMMW_30941.fasta	
	STMMW_30951		3287369	1185	D-mannonate hydrolase	399	STMMW_30951.fasta	
	STMMW_30961		3288664	1473	D-mannonate oxidoreductase	539	STMMW_30961.fasta	
	STMMW_30971		3290148	1413	Glucuronate isomerase	462	STMMW_30971.fasta	
	STMMW_30981		3291860	1059	hypothetical protein	373	STMMW_30981.fasta	
	STMMW_30991		3293588	1857	glutathionylspermidine synthetase/amidase	535	STMMW_30991.fasta	
	STMMW_31001		3295671	867	possible transferase	425	STMMW_31001.fasta	
	STMMW_31021		3297315	1053	possible ABC-transport protein, periplasmic-binding component	462	STMMW_31021.fasta	
	STMMW_31031		3298443	249	hydrogenase-2 component protein	86	STMMW_31031.fasta	
	STMMW_31041		3298719	342	hydrogenase-2 component protein	132	STMMW_31041.fasta	
	STMMW_31051		3299053	489	hydrogenase-2 component protein	252	STMMW_31051.fasta	
	STMMW_31061		3299534	495	hydrogenase-2 component protein	265	STMMW_31061.fasta	
	STMMW_31071		3300028	1704	hydrogenase-2 large subunit	529	STMMW_31071.fasta	
	STMMW_31081		3301728	1179	probable hydrogenase-2 cytochrome b subunit	400	STMMW_31081.fasta	
	STMMW_31091		3302896	987	hydrogenase-2 small subunit	363	STMMW_31091.fasta	
	STMMW_31101		3303885	1119	hydrogenase-2 small chain protein	339	STMMW_31101.fasta	
	STMMW_31111		3305193	288	conserved hypothetical protein	116	STMMW_31111.fasta	
	STMMW_31121		3305565	1644	methyl-accepting chemotaxis protein	573	STMMW_31121.fasta	
	STMMW_31131		3307515	495	putative membrane protein	232	STMMW_31131.fasta	
	STMMW_31141		3308289	516	exported protein	265	STMMW_31141.fasta	
	STMMW_31151		3308896	411	hypothetical protein	164	STMMW_31151.fasta	
	STMMW_31161		3309293	405	hypothetical protein	230	STMMW_31161.fasta	
	STMMW_31171		3309821	885	possible oxidoreductase	422	STMMW_31171.fasta	
	STMMW_31181		3310818	426	biopolymer transport ExbD protein	207	STMMW_31181.fasta	
	STMMW_31191		3311250	735	biopolymer transport ExbB protein	352	STMMW_31191.fasta	
	STMMW_31201		3311977	150	conserved hypothetical protein	62	STMMW_31201.fasta	
	STMMW_31211		3312236	1188	beta-cystathionase	434	STMMW_31211.fasta	
	STMMW_31221		3313563	660	DedA-family integral membrane protein	271	STMMW_31221.fasta	
	STMMW_31231		3314286	918	probable AraC-family trancriptional regulatory protein	408	STMMW_31231.fasta	
	STMMW_31241		3315378	1164	probable alcohol dehydrogenase	506	STMMW_31241.fasta	
	STMMW_31251		3316647	828	2,5-diketo-D-gluconic acid reductase A	338	STMMW_31251.fasta	
	STMMW_31261		3317665	1461	possible membrane transport protein	565	STMMW_31261.fasta	
	STMMW_31321		3325709	1413	SufI protein	535	STMMW_31321.fasta	
	STMMW_31331		3327195	738	1-acyl-glycerol-3-phosphate acyltransferase	272	STMMW_31331.fasta	
	STMMW_31341		3328189	2259	topoisomerase IV subunit A	646	STMMW_31341.fasta	
	STMMW_31371		3332040	660	probable two-component system response regulator	233	STMMW_31371.fasta	
	STMMW_31381		3332696	1350	probable two-component system sensor histidine kinase	476	STMMW_31381.fasta	
	STMMW_31391		3334152	582	putative oxidoreductase	296	STMMW_31391.fasta	
	STMMW_31401		3334765	315	conserved hypothetical protein	163	STMMW_31401.fasta	
	STMMW_31411		3335204	1893	topoisomerase IV subunit B	593	STMMW_31411.fasta	
	STMMW_31421		3337124	582	conserved hypothetical protein	222	STMMW_31421.fasta	
	STMMW_31431		3337705	828	conserved hypothetical protein	331	STMMW_31431.fasta	
	STMMW_31441		3338557	423	conserved hypothetical protein	91	STMMW_31441.fasta	
	STMMW_31451		3338976	633	conserved hypothetical protein	257	STMMW_31451.fasta	
	STMMW_31461		3339809	1476	outer membrane protein TolC precursor	476	STMMW_31461.fasta	
	STMMW_31471		3341497	672	possible lipoprotein	306	STMMW_31471.fasta	
	STMMW_31481		3342174	1164	conserved hypothetical protein	456	STMMW_31481.fasta	
	STMMW_31491		3343399	831	conserved hypothetical protein	397	STMMW_31491.fasta	
	STMMW_31501		3344328	774	putative membrane protein	405	STMMW_31501.fasta	
	STMMW_31511		3345168	177	conserved hypothetical protein	73	STMMW_31511.fasta	
	STMMW_31561		3349094	654	3,4-dihydroxy-2-butanone 4-phosphate synthase	248	STMMW_31561.fasta	
	STMMW_31581		3350557	210	glycogen synthesis protein GlgS	73	STMMW_31581.fasta	
	STMMW_31611		3353803	1434	ADP-heptose synthase	484	STMMW_31611.fasta	
	STMMW_31621		3355284	2844	adenyl-transferase	693	STMMW_31621.fasta	
	STMMW_31631		3358245	1302	conserved hypothetical protein	527	STMMW_31631.fasta	
	STMMW_31641		3359788	615	putative membrane protein	245	STMMW_31641.fasta	
	STMMW_31651		3360465	1242	tRNA nucleotidyltransferase	485	STMMW_31651.fasta	
	STMMW_31661		3361811	825	bacitracin resistance protein (putative undecaprenol kinase)	312	STMMW_31661.fasta	
	STMMW_31671		3362730	363	dihydroneopterin aldolase	197	STMMW_31671.fasta	
	STMMW_31691		3364058	1014	possible glycoprotease	426	STMMW_31691.fasta	
	STMMW_31701		3365299	216	30S ribosomal subunit protein S21	37	STMMW_31701.fasta	
	STMMW_31711		3365750	1746	DNA primase	510	STMMW_31711.fasta	
	STMMW_31721		3367510	1983	RNA polymerase sigma-70 factor	502	STMMW_31721.fasta	
	STMMW_31731		3369616	507	G/U mismatch-specific DNA glycosylase	219	STMMW_31731.fasta	
	STMMW_32151		3401584	768	conserved hypothetical protein	393	STMMW_32151.fasta	
	STMMW_32161		3402583	648	conserved hypothetical protein	252	STMMW_32161.fasta	
	STMMW_32171		3403227	1566	methyl-accepting chemotaxis protein II	531	STMMW_32171.fasta	
	STMMW_32191		3407220	1290	probable aminotransferase	530	STMMW_32191.fasta	
	STMMW_32201		3408680	2019	2,4-dienoyl-CoA reductase [NADPH] (ec 1.3.1.34) (2,4-dienoyl coenzyme A reductase)	615	STMMW_32201.fasta	
	STMMW_32211		3410779	1137	conserved hypothetical protein	510	STMMW_32211.fasta	
	STMMW_32221		3412001	498	conserved hypothetical protein	263	STMMW_32221.fasta	
	STMMW_32241		3413431	999	possible oxidoreductase	398	STMMW_32241.fasta	
	STMMW_32251		3414701	969	possible drug efflux protein	323	STMMW_32251.fasta	
	STMMW_32261		3415924	1245	probable membrane transport protein	541	STMMW_32261.fasta	
	STMMW_32271		3417618	663	putative membrane protein	256	STMMW_32271.fasta	
	STMMW_32281		3418284	384	putative exported protein	118	STMMW_32281.fasta	
	STMMW_32291		3418812	369	putative exported protein	117	STMMW_32291.fasta	
	STMMW_32292		3419222	306		121	STMMW_32292.fasta	
	STMMW_32301		3419530	399	putative membrane protein	134	STMMW_32301.fasta	
	STMMW_32311		3419925	300	conserved hypothetical protein	163	STMMW_32311.fasta	
	STMMW_32321		3420369	486	putative membrane protein	315	STMMW_32321.fasta	
	STMMW_32331		3420922	987	conserved hypothetical protein	436	STMMW_32331.fasta	
	STMMW_32341		3422032	366	putative membrane protein	127	STMMW_32341.fasta	
	STMMW_32351		3422436	897	possible LysR-family transcriptional regulator	361	STMMW_32351.fasta	
	STMMW_32361		3423437	702	conserved hypothetical protein	308	STMMW_32361.fasta	
	STMMW_32371		3424162	165	conserved hypothetical protein	93	STMMW_32371.fasta	
	STMMW_32381		3424439	1311	conserved hypothetical protein	493	STMMW_32381.fasta	
	STMMW_32421		3431184	1209	propionate kinase	494	STMMW_32421.fasta	
	STMMW_32431		3432458	1332	threonine/serine transporter	521	STMMW_32431.fasta	
	STMMW_32441		3433810	990	catabolic threonine dehydratase	417	STMMW_32441.fasta	
	STMMW_32451		3434897	939	TDC operon transcriptional activator	468	STMMW_32451.fasta	
	STMMW_32461		3437229	387	conserved hypothetical protein	88	STMMW_32461.fasta	
	STMMW_32631		3454824	864	conserved hypothetical protein	423	STMMW_32631.fasta	
	STMMW_32641		3455751	2043	possible exported protein	650	STMMW_32641.fasta	
	STMMW_32651		3457751	396	conserved hypothetical protein	156	STMMW_32651.fasta	
	STMMW_32661		3458168	591	probable phosphoheptose isomerase	163	STMMW_32661.fasta	
	STMMW_32671		3458768	576	possible lipoprotein	235	STMMW_32671.fasta	
	STMMW_32681		3459410	669	conserved hypothetical protein	304	STMMW_32681.fasta	
	STMMW_32691		3460176	519	conserved hypothetical protein	251	STMMW_32691.fasta	
	STMMW_32701		3460674	444	conserved hypothetical protein	243	STMMW_32701.fasta	
	STMMW_32711		3461155	318	conserved hypothetical protein	133	STMMW_32711.fasta	
	STMMW_32721		3461459	504	putative acetyltransferase	220	STMMW_32721.fasta	
	STMMW_32731		3461956	525	conserved hypothetical protein	209	STMMW_32731.fasta	
	STMMW_32741		3462697	996	putative protease	420	STMMW_32741.fasta	
	STMMW_32751		3463683	897	conserved hypothetical protein	424	STMMW_32751.fasta	
	STMMW_32761		3464757	1008	possible monooxygenase	555	STMMW_32761.fasta	
	STMMW_32791		3467211	1161	probable amino acid permease	521	STMMW_32791.fasta	
	STMMW_32801		3468609	1941	ATP-dependent RNA helicase (dead-box protein)	563	STMMW_32801.fasta	
	STMMW_32811		3470677	885	putative exported protein	203	STMMW_32811.fasta	
	STMMW_32821		3471671	2136	polynucleotide phosphorylase	632	STMMW_32821.fasta	
	STMMW_32831		3474048	270	30S ribosomal subunit protein S15	50	STMMW_32831.fasta	
	STMMW_32841		3474468	945	tRNA pseudouridine 55 synthase (psi55 synthase) (p35 protein)	433	STMMW_32841.fasta	
	STMMW_32851		3475412	402	ribosome-binding factor A (P15B protein)	190	STMMW_32851.fasta	
	STMMW_32861		3476034	2679	protein chain initiation factor 2	671	STMMW_32861.fasta	
	STMMW_32871		3478737	1503	L factor	393	STMMW_32871.fasta	
	STMMW_32881		3480267	423	conserved hypothetical protein	108	STMMW_32881.fasta	
	STMMW_32911		3484276	333	protein-export membrane protein	143	STMMW_32911.fasta	
	STMMW_32921		3484831	1338	PGM/PMM-family protein	475	STMMW_32921.fasta	
